Country	Unit	Value	Year	Variable
South Sudan	kg N2O-N/kg N	0.0143	2013	Implied emission factor for N2O (Manure applied), Cattle, non-dairy
South Sudan	kg N2O-N/kg N	0.0143	2014	Implied emission factor for N2O (Manure applied), Cattle, non-dairy
South Sudan	kg N2O-N/kg N	0.0143	2015	Implied emission factor for N2O (Manure applied), Cattle, non-dairy
South Sudan	kg N2O-N/kg N	0.0143	2016	Implied emission factor for N2O (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0439	2012	Direct emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.044	2013	Direct emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0445	2014	Direct emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0445	2015	Direct emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0445	2016	Direct emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	13.6057	2012	Direct emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	13.6275	2013	Direct emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	13.7825	2014	Direct emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	13.7936	2015	Direct emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	13.7975	2016	Direct emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0187	2012	Indirect emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0187	2013	Indirect emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0189	2014	Indirect emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0189	2015	Indirect emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0189	2016	Indirect emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	5.7824	2012	Indirect emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	5.7917	2013	Indirect emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	5.8576	2014	Indirect emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	5.8623	2015	Indirect emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	5.864	2016	Indirect emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0625	2012	Emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0626	2013	Emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0634	2014	Emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0634	2015	Emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	0.0634	2016	Emissions (N2O) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	19.3882	2012	Emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	19.4191	2013	Emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	19.64	2014	Emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	19.6558	2015	Emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	gigagrams	19.6615	2016	Emissions (CO2eq) (Manure applied), Cattle, non-dairy
South Sudan	Head	10365100.0	2012	Stocks, Chickens, broilers
South Sudan	Head	10094493.0	2013	Stocks, Chickens, broilers
South Sudan	Head	10270722.0	2014	Stocks, Chickens, broilers
South Sudan	Head	10182511.0	2015	Stocks, Chickens, broilers
South Sudan	Head	10091616.0	2016	Stocks, Chickens, broilers
South Sudan	kg	711631.4875	2012	Manure (N content) (Manure applied), Chickens, broilers
South Sudan	kg	693052.5343	2013	Manure (N content) (Manure applied), Chickens, broilers
South Sudan	kg	705151.8542	2014	Manure (N content) (Manure applied), Chickens, broilers
South Sudan	kg	699095.5943	2015	Manure (N content) (Manure applied), Chickens, broilers
South Sudan	kg	692855.0426	2016	Manure (N content) (Manure applied), Chickens, broilers
South Sudan	kg N2O-N/kg N	0.0143	2012	Implied emission factor for N2O (Manure applied), Chickens, broilers
South Sudan	kg N2O-N/kg N	0.0143	2013	Implied emission factor for N2O (Manure applied), Chickens, broilers
South Sudan	kg N2O-N/kg N	0.0143	2014	Implied emission factor for N2O (Manure applied), Chickens, broilers
South Sudan	kg N2O-N/kg N	0.0143	2015	Implied emission factor for N2O (Manure applied), Chickens, broilers
South Sudan	kg N2O-N/kg N	0.0143	2016	Implied emission factor for N2O (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0112	2012	Direct emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0109	2013	Direct emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0111	2014	Direct emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.011	2015	Direct emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0109	2016	Direct emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	3.4667	2012	Direct emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	3.3762	2013	Direct emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	3.4351	2014	Direct emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	3.4056	2015	Direct emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	3.3752	2016	Direct emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0048	2012	Indirect emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0046	2013	Indirect emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0047	2014	Indirect emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0047	2015	Indirect emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0046	2016	Indirect emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	1.4733	2012	Indirect emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	1.4349	2013	Indirect emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	1.4599	2014	Indirect emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	1.4474	2015	Indirect emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	1.4345	2016	Indirect emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0159	2012	Emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0155	2013	Emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0158	2014	Emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0157	2015	Emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	0.0155	2016	Emissions (N2O) (Manure applied), Chickens, broilers
South Sudan	gigagrams	4.94	2012	Emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	4.811	2013	Emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	4.895	2014	Emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	4.853	2015	Emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	gigagrams	4.8097	2016	Emissions (CO2eq) (Manure applied), Chickens, broilers
South Sudan	Head	4634900.0	2012	Stocks, Chickens, layers
South Sudan	Head	4905507.0	2013	Stocks, Chickens, layers
South Sudan	Head	4729278.0	2014	Stocks, Chickens, layers
South Sudan	Head	4817489.0	2015	Stocks, Chickens, layers
South Sudan	Head	4908384.0	2016	Stocks, Chickens, layers
South Sudan	kg	474431.146	2012	Manure (N content) (Manure applied), Chickens, layers
South Sudan	kg	502130.6762	2013	Manure (N content) (Manure applied), Chickens, layers
South Sudan	kg	484091.6901	2014	Manure (N content) (Manure applied), Chickens, layers
South Sudan	kg	493121.0231	2015	Manure (N content) (Manure applied), Chickens, layers
South Sudan	kg	502425.1182	2016	Manure (N content) (Manure applied), Chickens, layers
South Sudan	kg N2O-N/kg N	0.0143	2012	Implied emission factor for N2O (Manure applied), Chickens, layers
South Sudan	kg N2O-N/kg N	0.0143	2013	Implied emission factor for N2O (Manure applied), Chickens, layers
South Sudan	kg N2O-N/kg N	0.0143	2014	Implied emission factor for N2O (Manure applied), Chickens, layers
South Sudan	kg N2O-N/kg N	0.0143	2015	Implied emission factor for N2O (Manure applied), Chickens, layers
South Sudan	kg N2O-N/kg N	0.0143	2016	Implied emission factor for N2O (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0075	2012	Direct emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0079	2013	Direct emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0076	2014	Direct emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0077	2015	Direct emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0079	2016	Direct emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	2.3112	2012	Direct emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	2.4461	2013	Direct emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	2.3582	2014	Direct emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	2.4022	2015	Direct emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	2.4475	2016	Direct emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0032	2012	Indirect emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0034	2013	Indirect emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0032	2014	Indirect emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0033	2015	Indirect emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0034	2016	Indirect emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.9822	2012	Indirect emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	1.0396	2013	Indirect emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	1.0022	2014	Indirect emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	1.0209	2015	Indirect emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	1.0402	2016	Indirect emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0106	2012	Emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0112	2013	Emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0108	2014	Emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.011	2015	Emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	0.0113	2016	Emissions (N2O) (Manure applied), Chickens, layers
South Sudan	gigagrams	3.2934	2012	Emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	3.4857	2013	Emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	3.3605	2014	Emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	3.4231	2015	Emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	gigagrams	3.4877	2016	Emissions (CO2eq) (Manure applied), Chickens, layers
South Sudan	Head	13500000.0	2012	Stocks, Goats
South Sudan	Head	13550000.0	2013	Stocks, Goats
South Sudan	Head	13550000.0	2014	Stocks, Goats
South Sudan	Head	13551666.0	2015	Stocks, Goats
South Sudan	Head	13568841.0	2016	Stocks, Goats
South Sudan	kg	4050405.0	2012	Manure (N content) (Manure applied), Goats
South Sudan	kg	4065406.5	2013	Manure (N content) (Manure applied), Goats
South Sudan	kg	4065406.5	2014	Manure (N content) (Manure applied), Goats
South Sudan	kg	4065906.2826	2015	Manure (N content) (Manure applied), Goats
South Sudan	kg	4071059.4471	2016	Manure (N content) (Manure applied), Goats
South Sudan	kg N2O-N/kg N	0.0142	2012	Implied emission factor for N2O (Manure applied), Goats
South Sudan	kg N2O-N/kg N	0.0143	2013	Implied emission factor for N2O (Manure applied), Goats
South Sudan	kg N2O-N/kg N	0.0143	2014	Implied emission factor for N2O (Manure applied), Goats
South Sudan	kg N2O-N/kg N	0.0143	2015	Implied emission factor for N2O (Manure applied), Goats
South Sudan	kg N2O-N/kg N	0.0143	2016	Implied emission factor for N2O (Manure applied), Goats
South Sudan	gigagrams	0.0636	2012	Direct emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0639	2013	Direct emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0639	2014	Direct emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0639	2015	Direct emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.064	2016	Direct emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	19.7313	2012	Direct emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	19.8043	2013	Direct emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	19.8043	2014	Direct emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	19.8068	2015	Direct emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	19.8319	2016	Direct emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	0.0271	2012	Indirect emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0272	2013	Indirect emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0272	2014	Indirect emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0272	2015	Indirect emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0272	2016	Indirect emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	8.3858	2012	Indirect emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	8.4168	2013	Indirect emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	8.4168	2014	Indirect emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	8.4179	2015	Indirect emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	8.4285	2016	Indirect emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	0.0907	2012	Emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.091	2013	Emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.091	2014	Emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.091	2015	Emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	0.0912	2016	Emissions (N2O) (Manure applied), Goats
South Sudan	gigagrams	28.117	2012	Emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	28.2212	2013	Emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	28.2212	2014	Emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	28.2247	2015	Emissions (CO2eq) (Manure applied), Goats
South Sudan	gigagrams	28.2604	2016	Emissions (CO2eq) (Manure applied), Goats
South Sudan	Head	15700000.0	2012	Stocks, Sheep
South Sudan	Head	16000000.0	2013	Stocks, Sheep
South Sudan	Head	16750000.0	2014	Stocks, Sheep
South Sudan	Head	17248282.0	2015	Stocks, Sheep
South Sudan	Head	17591983.0	2016	Stocks, Sheep
South Sudan	kg	3613825.215	2012	Manure (N content) (Manure applied), Sheep
South Sudan	kg	3682879.2	2013	Manure (N content) (Manure applied), Sheep
South Sudan	kg	3855514.1625	2014	Manure (N content) (Manure applied), Sheep
South Sudan	kg	3970208.715	2015	Manure (N content) (Manure applied), Sheep
South Sudan	kg	4049321.8171	2016	Manure (N content) (Manure applied), Sheep
South Sudan	kg N2O-N/kg N	0.0143	2012	Implied emission factor for N2O (Manure applied), Sheep
South Sudan	kg N2O-N/kg N	0.0143	2013	Implied emission factor for N2O (Manure applied), Sheep
South Sudan	kg N2O-N/kg N	0.0143	2014	Implied emission factor for N2O (Manure applied), Sheep
South Sudan	kg N2O-N/kg N	0.0143	2015	Implied emission factor for N2O (Manure applied), Sheep
South Sudan	kg N2O-N/kg N	0.0143	2016	Implied emission factor for N2O (Manure applied), Sheep
South Sudan	gigagrams	0.0568	2012	Direct emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0579	2013	Direct emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0606	2014	Direct emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0624	2015	Direct emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0636	2016	Direct emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	17.6045	2012	Direct emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	17.9409	2013	Direct emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	18.7819	2014	Direct emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	19.3406	2015	Direct emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	19.726	2016	Direct emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	0.0241	2012	Indirect emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0246	2013	Indirect emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0257	2014	Indirect emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0265	2015	Indirect emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.027	2016	Indirect emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	7.4819	2012	Indirect emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	7.6249	2013	Indirect emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	7.9823	2014	Indirect emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	8.2197	2015	Indirect emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	8.3835	2016	Indirect emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	0.0809	2012	Emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0825	2013	Emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0863	2014	Emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0889	2015	Emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	0.0907	2016	Emissions (N2O) (Manure applied), Sheep
South Sudan	gigagrams	25.0864	2012	Emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	25.5658	2013	Emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	26.7642	2014	Emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	27.5603	2015	Emissions (CO2eq) (Manure applied), Sheep
South Sudan	gigagrams	28.1095	2016	Emissions (CO2eq) (Manure applied), Sheep
South Sudan	kg	50012885.9942	2012	Manure (N content) (Manure applied), All Animals
South Sudan	kg	50124437.4924	2013	Manure (N content) (Manure applied), All Animals
South Sudan	kg	50337701.5188	2014	Manure (N content) (Manure applied), All Animals
South Sudan	kg	50479885.8822	2015	Manure (N content) (Manure applied), All Animals
South Sudan	kg	50605902.7021	2016	Manure (N content) (Manure applied), All Animals
South Sudan	gigagrams	0.7859	2012	Direct emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.7877	2013	Direct emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.791	2014	Direct emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.7933	2015	Direct emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.7952	2016	Direct emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	243.6342	2012	Direct emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	244.1776	2013	Direct emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	245.2165	2014	Direct emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	245.9092	2015	Direct emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	246.523	2016	Direct emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	0.334	2012	Indirect emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.3348	2013	Indirect emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.3362	2014	Indirect emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.3371	2015	Indirect emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	0.338	2016	Indirect emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	103.5445	2012	Indirect emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	103.7755	2013	Indirect emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	104.217	2014	Indirect emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	104.5114	2015	Indirect emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	104.7723	2016	Indirect emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	1.1199	2012	Emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	1.1224	2013	Emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	1.1272	2014	Emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	1.1304	2015	Emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	1.1332	2016	Emissions (N2O) (Manure applied), All Animals
South Sudan	gigagrams	347.1787	2012	Emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	347.9531	2013	Emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	349.4335	2014	Emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	350.4206	2015	Emissions (CO2eq) (Manure applied), All Animals
South Sudan	gigagrams	351.2953	2016	Emissions (CO2eq) (Manure applied), All Animals
South Sudan	Head	11757000.0	2012	Stocks, Cattle
South Sudan	Head	11765000.0	2013	Stocks, Cattle
South Sudan	Head	11817000.0	2014	Stocks, Cattle
South Sudan	Head	11823700.0	2015	Stocks, Cattle
South Sudan	Head	11830800.0	2016	Stocks, Cattle
South Sudan	kg	41031631.1458	2012	Manure (N content) (Manure applied), Cattle
South Sudan	kg	41041275.782	2013	Manure (N content) (Manure applied), Cattle
South Sudan	kg	41083479.112	2014	Manure (N content) (Manure applied), Cattle
South Sudan	kg	41101987.4549	2015	Manure (N content) (Manure applied), Cattle
South Sudan	kg	41132996.4602	2016	Manure (N content) (Manure applied), Cattle
South Sudan	gigagrams	0.6448	2012	Direct emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.6449	2013	Direct emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.6456	2014	Direct emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.6459	2015	Direct emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.6464	2016	Direct emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	199.8827	2012	Direct emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	199.9296	2013	Direct emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	200.1352	2014	Direct emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	200.2254	2015	Direct emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	200.3765	2016	Direct emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	0.274	2012	Indirect emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.2741	2013	Indirect emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.2744	2014	Indirect emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.2745	2015	Indirect emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.2747	2016	Indirect emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	84.9501	2012	Indirect emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	84.9701	2013	Indirect emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	85.0575	2014	Indirect emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	85.0958	2015	Indirect emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	85.16	2016	Indirect emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	0.9188	2012	Emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.919	2013	Emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.92	2014	Emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.9204	2015	Emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	0.9211	2016	Emissions (N2O) (Manure applied), Cattle
South Sudan	gigagrams	284.8328	2012	Emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	284.8997	2013	Emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	285.1927	2014	Emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	285.3212	2015	Emissions (CO2eq) (Manure applied), Cattle
South Sudan	gigagrams	285.5364	2016	Emissions (CO2eq) (Manure applied), Cattle
South Sudan	Head	15000000.0	2012	Stocks, Chickens
South Sudan	Head	15000000.0	2013	Stocks, Chickens
South Sudan	Head	15000000.0	2014	Stocks, Chickens
South Sudan	Head	15000000.0	2015	Stocks, Chickens
South Sudan	Head	15000000.0	2016	Stocks, Chickens
South Sudan	kg	1186062.6334	2012	Manure (N content) (Manure applied), Chickens
South Sudan	kg	1195183.2104	2013	Manure (N content) (Manure applied), Chickens
South Sudan	kg	1189243.5443	2014	Manure (N content) (Manure applied), Chickens
South Sudan	kg	1192216.6174	2015	Manure (N content) (Manure applied), Chickens
South Sudan	kg	1195280.1609	2016	Manure (N content) (Manure applied), Chickens
South Sudan	gigagrams	0.0186	2012	Direct emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0188	2013	Direct emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0187	2014	Direct emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0187	2015	Direct emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0188	2016	Direct emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	5.7778	2012	Direct emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	5.8222	2013	Direct emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	5.7933	2014	Direct emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	5.8078	2015	Direct emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	5.8227	2016	Direct emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	0.0079	2012	Indirect emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.008	2013	Indirect emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0079	2014	Indirect emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.008	2015	Indirect emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.008	2016	Indirect emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	2.4556	2012	Indirect emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	2.4745	2013	Indirect emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	2.4622	2014	Indirect emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	2.4683	2015	Indirect emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	2.4747	2016	Indirect emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	0.0266	2012	Emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0268	2013	Emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0266	2014	Emissions (N2O) (Manure applied), Chickens
