Country	Unit	Value	Year	Variable
South Sudan	gigagrams	0.0267	2015	Emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	0.0268	2016	Emissions (N2O) (Manure applied), Chickens
South Sudan	gigagrams	8.2334	2012	Emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	8.2967	2013	Emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	8.2555	2014	Emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	8.2761	2015	Emissions (CO2eq) (Manure applied), Chickens
South Sudan	gigagrams	8.2974	2016	Emissions (CO2eq) (Manure applied), Chickens
South Sudan	Head	300000.0	2012	Stocks, Mules and Asses
South Sudan	Head	320000.0	2013	Stocks, Mules and Asses
South Sudan	Head	330000.0	2014	Stocks, Mules and Asses
South Sudan	Head	342619.0	2015	Stocks, Mules and Asses
South Sudan	Head	360207.0	2016	Stocks, Mules and Asses
South Sudan	kg	130962.0	2012	Manure (N content) (Manure applied), Mules and Asses
South Sudan	kg	139692.8	2013	Manure (N content) (Manure applied), Mules and Asses
South Sudan	kg	144058.2	2014	Manure (N content) (Manure applied), Mules and Asses
South Sudan	kg	149566.8124	2015	Manure (N content) (Manure applied), Mules and Asses
South Sudan	kg	157244.8167	2016	Manure (N content) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0021	2012	Direct emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0022	2013	Direct emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0023	2014	Direct emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0024	2015	Direct emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0025	2016	Direct emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.638	2012	Direct emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.6805	2013	Direct emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.7018	2014	Direct emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.7286	2015	Direct emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.766	2016	Direct emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0009	2012	Indirect emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0009	2013	Indirect emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.001	2014	Indirect emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.001	2015	Indirect emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0011	2016	Indirect emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.2711	2012	Indirect emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.2892	2013	Indirect emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.2983	2014	Indirect emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.3097	2015	Indirect emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.3256	2016	Indirect emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0029	2012	Emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0031	2013	Emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0032	2014	Emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0033	2015	Emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.0035	2016	Emissions (N2O) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.9091	2012	Emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	0.9697	2013	Emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	1.0	2014	Emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	1.0383	2015	Emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	gigagrams	1.0916	2016	Emissions (CO2eq) (Manure applied), Mules and Asses
South Sudan	Head	15000000.0	2012	Stocks, Poultry Birds
South Sudan	Head	15000000.0	2013	Stocks, Poultry Birds
South Sudan	Head	15000000.0	2014	Stocks, Poultry Birds
South Sudan	Head	15000000.0	2015	Stocks, Poultry Birds
South Sudan	Head	15000000.0	2016	Stocks, Poultry Birds
South Sudan	kg	1186062.6334	2012	Manure (N content) (Manure applied), Poultry Birds
South Sudan	kg	1195183.2104	2013	Manure (N content) (Manure applied), Poultry Birds
South Sudan	kg	1189243.5443	2014	Manure (N content) (Manure applied), Poultry Birds
South Sudan	kg	1192216.6174	2015	Manure (N content) (Manure applied), Poultry Birds
South Sudan	kg	1195280.1609	2016	Manure (N content) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0186	2012	Direct emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0188	2013	Direct emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0187	2014	Direct emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0187	2015	Direct emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0188	2016	Direct emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	5.7778	2012	Direct emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	5.8222	2013	Direct emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	5.7933	2014	Direct emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	5.8078	2015	Direct emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	5.8227	2016	Direct emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0079	2012	Indirect emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.008	2013	Indirect emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0079	2014	Indirect emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.008	2015	Indirect emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.008	2016	Indirect emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	2.4556	2012	Indirect emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	2.4745	2013	Indirect emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	2.4622	2014	Indirect emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	2.4683	2015	Indirect emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	2.4747	2016	Indirect emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0266	2012	Emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0268	2013	Emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0266	2014	Emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0267	2015	Emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	0.0268	2016	Emissions (N2O) (Manure applied), Poultry Birds
South Sudan	gigagrams	8.2334	2012	Emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	8.2967	2013	Emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	8.2555	2014	Emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	8.2761	2015	Emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	gigagrams	8.2974	2016	Emissions (CO2eq) (Manure applied), Poultry Birds
South Sudan	Head	29200000.0	2012	Stocks, Sheep and Goats
South Sudan	Head	29550000.0	2013	Stocks, Sheep and Goats
South Sudan	Head	30300000.0	2014	Stocks, Sheep and Goats
South Sudan	Head	30799948.0	2015	Stocks, Sheep and Goats
South Sudan	Head	31160824.0	2016	Stocks, Sheep and Goats
South Sudan	kg	7664230.215	2012	Manure (N content) (Manure applied), Sheep and Goats
South Sudan	kg	7748285.7	2013	Manure (N content) (Manure applied), Sheep and Goats
South Sudan	kg	7920920.6625	2014	Manure (N content) (Manure applied), Sheep and Goats
South Sudan	kg	8036114.9976	2015	Manure (N content) (Manure applied), Sheep and Goats
South Sudan	kg	8120381.2642	2016	Manure (N content) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1204	2012	Direct emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1218	2013	Direct emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1245	2014	Direct emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1263	2015	Direct emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1276	2016	Direct emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	37.3358	2012	Direct emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	37.7452	2013	Direct emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	38.5862	2014	Direct emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	39.1474	2015	Direct emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	39.5579	2016	Direct emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.0512	2012	Indirect emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.0517	2013	Indirect emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.0529	2014	Indirect emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.0537	2015	Indirect emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.0542	2016	Indirect emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	15.8677	2012	Indirect emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	16.0417	2013	Indirect emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	16.3991	2014	Indirect emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	16.6376	2015	Indirect emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	16.8121	2016	Indirect emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1716	2012	Emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1735	2013	Emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1774	2014	Emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.18	2015	Emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.1818	2016	Emissions (N2O) (Manure applied), Sheep and Goats
South Sudan	gigagrams	53.2034	2012	Emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	53.7869	2013	Emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	54.9853	2014	Emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	55.785	2015	Emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	56.3699	2016	Emissions (CO2eq) (Manure applied), Sheep and Goats
South Sudan	gigagrams	0.0229	2012	Indirect emissions (N2O that leaches) (Manure on pasture), Asses
South Sudan	gigagrams	0.0244	2013	Indirect emissions (N2O that leaches) (Manure on pasture), Asses
South Sudan	gigagrams	0.0252	2014	Indirect emissions (N2O that leaches) (Manure on pasture), Asses
South Sudan	gigagrams	0.0262	2015	Indirect emissions (N2O that leaches) (Manure on pasture), Asses
South Sudan	gigagrams	0.0275	2016	Indirect emissions (N2O that leaches) (Manure on pasture), Asses
South Sudan	gigagrams	0.0204	2012	Indirect emissions (N2O that volatilises) (Manure on pasture), Asses
South Sudan	gigagrams	0.0217	2013	Indirect emissions (N2O that volatilises) (Manure on pasture), Asses
South Sudan	gigagrams	0.0224	2014	Indirect emissions (N2O that volatilises) (Manure on pasture), Asses
South Sudan	gigagrams	0.0233	2015	Indirect emissions (N2O that volatilises) (Manure on pasture), Asses
South Sudan	gigagrams	0.0245	2016	Indirect emissions (N2O that volatilises) (Manure on pasture), Asses
South Sudan	kg	1944785.7	2012	Manure (N content that leaches) (Manure on pasture), Asses
South Sudan	kg	2074438.08	2013	Manure (N content that leaches) (Manure on pasture), Asses
South Sudan	kg	2139264.27	2014	Manure (N content that leaches) (Manure on pasture), Asses
South Sudan	kg	2221067.1639	2015	Manure (N content that leaches) (Manure on pasture), Asses
South Sudan	kg	2335085.5283	2016	Manure (N content that leaches) (Manure on pasture), Asses
South Sudan	kg	1296523.8	2012	Manure (N content that volatilises) (Manure on pasture), Asses
South Sudan	kg	1382958.72	2013	Manure (N content that volatilises) (Manure on pasture), Asses
South Sudan	kg	1426176.18	2014	Manure (N content that volatilises) (Manure on pasture), Asses
South Sudan	kg	1480711.4426	2015	Manure (N content that volatilises) (Manure on pasture), Asses
South Sudan	kg	1556723.6855	2016	Manure (N content that volatilises) (Manure on pasture), Asses
South Sudan	Head	300000.0	2012	Stocks, Asses
South Sudan	Head	320000.0	2013	Stocks, Asses
South Sudan	Head	330000.0	2014	Stocks, Asses
South Sudan	Head	342619.0	2015	Stocks, Asses
South Sudan	Head	360207.0	2016	Stocks, Asses
South Sudan	kg	6482619.0	2012	Manure (N content) (Manure on pasture), Asses
South Sudan	kg	6914793.6	2013	Manure (N content) (Manure on pasture), Asses
South Sudan	kg	7130880.9	2014	Manure (N content) (Manure on pasture), Asses
South Sudan	kg	7403557.2131	2015	Manure (N content) (Manure on pasture), Asses
South Sudan	kg	7783618.4276	2016	Manure (N content) (Manure on pasture), Asses
South Sudan	kg N2O-N/kg N	0.0143	2012	Implied emission factor for N2O (Manure on pasture), Asses
South Sudan	kg N2O-N/kg N	0.0143	2013	Implied emission factor for N2O (Manure on pasture), Asses
South Sudan	kg N2O-N/kg N	0.0143	2014	Implied emission factor for N2O (Manure on pasture), Asses
South Sudan	kg N2O-N/kg N	0.0143	2015	Implied emission factor for N2O (Manure on pasture), Asses
South Sudan	kg N2O-N/kg N	0.0143	2016	Implied emission factor for N2O (Manure on pasture), Asses
South Sudan	gigagrams	0.1019	2012	Direct emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1087	2013	Direct emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1121	2014	Direct emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1163	2015	Direct emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1223	2016	Direct emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	31.5796	2012	Direct emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	33.6849	2013	Direct emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	34.7376	2014	Direct emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	36.0659	2015	Direct emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	37.9173	2016	Direct emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	0.0433	2012	Indirect emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.0462	2013	Indirect emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.0476	2014	Indirect emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.0494	2015	Indirect emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.052	2016	Indirect emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	13.4213	2012	Indirect emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	14.3161	2013	Indirect emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	14.7635	2014	Indirect emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	15.328	2015	Indirect emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	16.1149	2016	Indirect emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	0.1452	2012	Emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1548	2013	Emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1597	2014	Emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1658	2015	Emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	0.1743	2016	Emissions (N2O) (Manure on pasture), Asses
South Sudan	gigagrams	45.001	2012	Emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	48.001	2013	Emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	49.501	2014	Emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	51.3939	2015	Emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	54.0322	2016	Emissions (CO2eq) (Manure on pasture), Asses
South Sudan	gigagrams	1.3495	2012	Indirect emissions (N2O that leaches) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.3496	2013	Indirect emissions (N2O that leaches) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.35	2014	Indirect emissions (N2O that leaches) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.3506	2015	Indirect emissions (N2O that leaches) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.3517	2016	Indirect emissions (N2O that leaches) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.1995	2012	Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.1997	2013	Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.2	2014	Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.2005	2015	Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	gigagrams	1.2015	2016	Indirect emissions (N2O that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	kg	114499890.45	2012	Manure (N content that leaches) (Manure on pasture), Cattle, dairy
South Sudan	kg	114515428.5	2013	Manure (N content that leaches) (Manure on pasture), Cattle, dairy
South Sudan	kg	114546504.6	2014	Manure (N content that leaches) (Manure on pasture), Cattle, dairy
South Sudan	kg	114595118.4606	2015	Manure (N content that leaches) (Manure on pasture), Cattle, dairy
South Sudan	kg	114685527.9859	2016	Manure (N content that leaches) (Manure on pasture), Cattle, dairy
South Sudan	kg	76333260.3	2012	Manure (N content that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	kg	76343619.0	2013	Manure (N content that volatilises) (Manure on pasture), Cattle, dairy
South Sudan	kg	76364336.4	2014	Manure (N content that volatilises) (Manure on pasture), Cattle, dairy
