SIM CODE  	DATE      	MIN TMP        	MAX TMP        	AVG TMP        	REFERENCE ET   	PRECIPITATION  
-         	YYYY-MM-DD	C              	C              	C              	mm/day         	mm             
SS_sorghum	2004-10-29	21.60          	36.54          	29.07          	4.799          	0.78           
SS_sorghum	2004-10-30	22.43          	30.56          	26.49          	3.992          	2.46           
SS_sorghum	2004-10-31	21.03          	33.67          	27.35          	4.576          	0.88           
SS_sorghum	2004-11-01	22.63          	36.90          	29.77          	5.380          	0.00           
SS_sorghum	2004-11-02	23.57          	36.07          	29.82          	3.762          	2.91           
SS_sorghum	2004-11-03	22.49          	30.72          	26.60          	3.861          	1.07           
SS_sorghum	2004-11-04	22.29          	33.42          	27.86          	5.625          	3.12           
SS_sorghum	2004-11-05	21.79          	35.89          	28.84          	6.182          	0.88           
SS_sorghum	2004-11-06	22.39          	36.25          	29.32          	7.024          	0.61           
SS_sorghum	2004-11-07	22.12          	37.42          	29.77          	7.651          	0.00           
SS_sorghum	2004-11-08	23.18          	38.23          	30.70          	7.015          	0.00           
SS_sorghum	2004-11-09	23.69          	37.09          	30.39          	6.614          	0.00           
SS_sorghum	2004-11-10	22.05          	38.31          	30.18          	6.744          	0.00           
SS_sorghum	2004-11-11	22.88          	36.61          	29.74          	5.668          	0.00           
SS_sorghum	2004-11-12	22.57          	37.52          	30.05          	7.180          	0.28           
SS_sorghum	2004-11-13	23.72          	36.93          	30.32          	7.695          	1.26           
SS_sorghum	2004-11-14	24.00          	38.02          	31.01          	8.031          	0.60           
SS_sorghum	2004-11-15	25.06          	36.58          	30.82          	7.636          	0.30           
SS_sorghum	2004-11-16	22.12          	38.85          	30.48          	7.639          	0.00           
SS_sorghum	2004-11-17	23.77          	39.50          	31.63          	8.714          	0.00           
SS_sorghum	2004-11-18	25.14          	38.04          	31.59          	7.740          	0.84           
SS_sorghum	2004-11-19	24.24          	36.52          	30.38          	5.047          	0.51           
SS_sorghum	2004-11-20	23.58          	32.57          	28.07          	3.558          	0.58           
SS_sorghum	2004-11-21	22.66          	36.00          	29.33          	5.807          	0.00           
SS_sorghum	2004-11-22	23.52          	37.00          	30.26          	6.284          	0.76           
SS_sorghum	2004-11-23	23.63          	35.04          	29.34          	5.430          	2.98           
SS_sorghum	2004-11-24	22.88          	34.53          	28.70          	4.644          	2.18           
SS_sorghum	2004-11-25	22.80          	31.71          	27.26          	5.013          	16.51          
SS_sorghum	2004-11-26	21.00          	31.84          	26.42          	3.686          	6.09           
SS_sorghum	2004-11-27	20.49          	33.72          	27.10          	5.700          	0.00           
SS_sorghum	2004-11-28	21.54          	35.07          	28.31          	6.669          	0.00           
SS_sorghum	2004-11-29	20.49          	36.52          	28.51          	6.877          	0.00           
SS_sorghum	2004-11-30	21.42          	35.94          	28.68          	6.716          	0.00           
SS_sorghum	2004-12-01	21.98          	35.68          	28.83          	6.654          	0.00           
SS_sorghum	2004-12-02	21.65          	36.41          	29.03          	6.831          	0.00           
SS_sorghum	2004-12-03	21.91          	36.78          	29.34          	7.321          	0.00           
SS_sorghum	2004-12-04	20.69          	37.47          	29.08          	8.077          	0.00           
SS_sorghum	2004-12-05	20.79          	38.13          	29.46          	7.639          	0.00           
SS_sorghum	2004-12-06	23.17          	38.17          	30.67          	7.943          	0.00           
SS_sorghum	2004-12-07	23.37          	37.30          	30.34          	7.441          	0.37           
SS_sorghum	2004-12-08	25.18          	36.60          	30.89          	7.231          	0.00           
SS_sorghum	2004-12-09	24.51          	35.34          	29.93          	6.280          	0.56           
SS_sorghum	2004-12-10	23.78          	37.58          	30.68          	7.357          	0.00           
SS_sorghum	2004-12-11	24.15          	35.17          	29.66          	6.712          	0.27           
SS_sorghum	2004-12-12	24.30          	35.43          	29.87          	6.764          	0.00           
SS_sorghum	2004-12-13	23.58          	38.52          	31.05          	7.539          	0.00           
SS_sorghum	2004-12-14	23.15          	39.51          	31.33          	8.227          	0.00           
SS_sorghum	2004-12-15	23.95          	38.86          	31.41          	8.385          	0.00           
SS_sorghum	2004-12-16	23.17          	38.56          	30.87          	8.896          	0.00           
SS_sorghum	2004-12-17	21.18          	37.05          	29.11          	7.842          	0.00           
SS_sorghum	2004-12-18	22.66          	36.73          	29.70          	6.760          	0.00           
SS_sorghum	2004-12-19	23.70          	37.38          	30.54          	7.836          	0.00           
SS_sorghum	2004-12-20	23.84          	37.07          	30.45          	6.966          	0.00           
SS_sorghum	2004-12-21	22.47          	38.74          	30.61          	8.080          	0.00           
SS_sorghum	2004-12-22	24.01          	37.55          	30.78          	7.226          	0.00           
SS_sorghum	2004-12-23	23.90          	37.94          	30.92          	6.898          	0.00           
SS_sorghum	2004-12-24	25.06          	37.92          	31.49          	7.685          	0.39           
SS_sorghum	2004-12-25	24.47          	37.40          	30.93          	7.394          	0.00           
SS_sorghum	2004-12-26	23.29          	37.73          	30.51          	8.715          	0.00           
SS_sorghum	2004-12-27	21.41          	36.88          	29.15          	8.856          	0.00           
SS_sorghum	2004-12-28	20.60          	37.24          	28.92          	7.524          	0.00           
SS_sorghum	2004-12-29	23.36          	37.00          	30.18          	7.783          	0.00           
SS_sorghum	2004-12-30	20.81          	38.31          	29.56          	8.189          	0.31           
SS_sorghum	2004-12-31	23.75          	37.73          	30.74          	7.465          	0.00           
SS_sorghum	2005-01-01	23.37          	38.50          	30.94          	8.390          	1.29           
SS_sorghum	2005-01-02	21.12          	38.79          	29.95          	8.574          	0.00           
SS_sorghum	2005-01-03	21.29          	38.94          	30.11          	8.602          	0.00           
SS_sorghum	2005-01-04	20.90          	38.89          	29.90          	7.924          	0.00           
SS_sorghum	2005-01-05	20.06          	38.01          	29.03          	8.704          	0.00           
SS_sorghum	2005-01-06	20.77          	35.94          	28.35          	8.890          	0.00           
SS_sorghum	2005-01-07	18.55          	34.22          	26.38          	8.048          	0.00           
SS_sorghum	2005-01-08	18.04          	36.03          	27.04          	8.295          	0.00           
SS_sorghum	2005-01-09	19.43          	35.55          	27.49          	8.674          	0.00           
SS_sorghum	2005-01-10	19.28          	35.38          	27.33          	8.574          	0.00           
SS_sorghum	2005-01-11	19.29          	35.68          	27.48          	8.227          	0.00           
SS_sorghum	2005-01-12	21.33          	35.74          	28.54          	8.506          	0.00           
SS_sorghum	2005-01-13	19.84          	36.86          	28.35          	7.801          	0.00           
SS_sorghum	2005-01-14	21.97          	37.41          	29.69          	7.749          	0.56           
SS_sorghum	2005-01-15	22.92          	36.04          	29.48          	7.637          	0.60           
SS_sorghum	2005-01-16	23.78          	39.06          	31.42          	8.745          	0.00           
SS_sorghum	2005-01-17	25.07          	38.22          	31.65          	8.681          	0.00           
SS_sorghum	2005-01-18	23.96          	37.48          	30.72          	8.852          	0.00           
SS_sorghum	2005-01-19	23.09          	38.12          	30.60          	7.752          	0.00           
SS_sorghum	2005-01-20	24.00          	38.96          	31.48          	8.742          	0.00           
SS_sorghum	2005-01-21	23.25          	40.61          	31.93          	9.390          	0.00           
SS_sorghum	2005-01-22	24.19          	40.70          	32.45          	10.295         	0.00           
SS_sorghum	2005-01-23	23.98          	38.96          	31.47          	8.710          	0.00           
SS_sorghum	2005-01-24	24.41          	38.44          	31.42          	8.561          	0.00           
SS_sorghum	2005-01-25	25.93          	38.27          	32.10          	8.284          	0.00           
SS_sorghum	2005-01-26	25.23          	37.72          	31.48          	7.553          	0.00           
SS_sorghum	2005-01-27	23.00          	39.04          	31.02          	8.322          	0.00           
SS_sorghum	2005-01-28	21.25          	39.01          	30.13          	7.564          	0.00           
SS_sorghum	2005-01-29	20.52          	39.52          	30.02          	8.169          	0.00           
SS_sorghum	2005-01-30	23.05          	39.80          	31.42          	8.086          	0.00           
SS_sorghum	2005-01-31	23.90          	40.61          	32.25          	8.536          	0.00           
SS_sorghum	2005-02-01	25.80          	39.40          	32.60          	8.862          	0.00           
SS_sorghum	2005-02-02	24.85          	39.92          	32.39          	9.274          	0.00           
SS_sorghum	2005-02-03	24.02          	40.53          	32.27          	8.782          	0.00           
SS_sorghum	2005-02-04	24.71          	40.43          	32.57          	9.571          	0.00           
SS_sorghum	2005-02-05	23.41          	40.34          	31.88          	9.487          	0.00           
SS_sorghum	2005-02-06	23.94          	41.05          	32.49          	9.101          	0.00           
SS_sorghum	2005-02-07	25.83          	40.77          	33.30          	8.304          	0.54           
SS_sorghum	2005-02-08	27.24          	39.40          	33.32          	7.706          	1.01           
SS_sorghum	2005-02-09	26.34          	35.54          	30.94          	6.328          	0.64           
SS_sorghum	2005-02-10	24.56          	35.08          	29.82          	7.046          	0.00           
SS_sorghum	2005-02-11	22.49          	40.27          	31.38          	9.674          	0.00           
SS_sorghum	2005-02-12	25.28          	40.79          	33.03          	10.385         	0.00           
SS_sorghum	2005-02-13	26.60          	39.47          	33.03          	10.322         	0.00           
SS_sorghum	2005-02-14	24.23          	39.75          	31.99          	9.855          	0.00           
SS_sorghum	2005-02-15	25.80          	39.37          	32.59          	9.957          	0.00           
SS_sorghum	2005-02-16	27.14          	37.68          	32.41          	8.727          	0.00           
SS_sorghum	2005-02-17	26.17          	37.99          	32.08          	6.977          	0.00           
SS_sorghum	2005-02-18	25.58          	41.28          	33.43          	9.992          	0.00           
SS_sorghum	2005-02-19	25.50          	40.69          	33.09          	10.045         	0.00           
SS_sorghum	2005-02-20	24.86          	42.94          	33.90          	11.444         	0.27           
SS_sorghum	2005-02-21	23.85          	43.06          	33.45          	11.911         	0.00           
SS_sorghum	2005-02-22	25.14          	42.99          	34.06          	10.841         	1.26           
SS_sorghum	2005-02-23	25.50          	43.57          	34.53          	9.289          	0.00           
SS_sorghum	2005-02-24	27.12          	43.81          	35.47          	8.668          	1.67           
SS_sorghum	2005-02-25	28.07          	43.22          	35.64          	7.465          	0.00           
SS_sorghum	2005-02-26	27.32          	42.85          	35.09          	7.777          	0.00           
SS_sorghum	2005-02-27	27.22          	39.23          	33.22          	8.274          	0.00           
SS_sorghum	2005-02-28	26.52          	40.28          	33.40          	7.932          	0.00           
SS_sorghum	2005-03-01	26.68          	41.77          	34.23          	8.700          	0.00           
SS_sorghum	2005-03-02	25.50          	42.56          	34.03          	8.974          	0.00           
SS_sorghum	2005-03-03	28.68          	42.61          	35.64          	8.620          	0.00           
SS_sorghum	2005-03-04	29.12          	42.44          	35.78          	9.808          	0.00           
SS_sorghum	2005-03-05	28.72          	41.63          	35.17          	9.011          	0.00           
SS_sorghum	2005-03-06	28.89          	41.76          	35.33          	8.658          	0.43           
SS_sorghum	2005-03-07	28.47          	38.01          	33.24          	6.335          	0.31           
SS_sorghum	2005-03-08	28.26          	41.69          	34.98          	8.396          	0.00           
SS_sorghum	2005-03-09	28.44          	40.80          	34.62          	8.005          	0.00           
SS_sorghum	2005-03-10	29.21          	40.50          	34.86          	10.692         	0.00           
SS_sorghum	2005-03-11	26.56          	40.46          	33.51          	10.390         	0.00           
SS_sorghum	2005-03-12	25.45          	39.28          	32.37          	7.277          	0.00           
SS_sorghum	2005-03-13	27.51          	38.79          	33.15          	8.787          	0.00           
SS_sorghum	2005-03-14	27.17          	38.52          	32.84          	8.401          	0.40           
SS_sorghum	2005-03-15	27.01          	38.09          	32.55          	6.780          	0.31           
SS_sorghum	2005-03-16	24.84          	36.53          	30.69          	5.947          	0.40           
SS_sorghum	2005-03-17	24.24          	36.54          	30.39          	5.335          	0.00           
SS_sorghum	2005-03-18	26.11          	34.39          	30.25          	5.401          	0.00           
SS_sorghum	2005-03-19	25.36          	39.03          	32.20          	7.610          	0.00           
SS_sorghum	2005-03-20	22.33          	40.61          	31.47          	8.790          	0.00           
SS_sorghum	2005-03-21	25.07          	40.54          	32.81          	7.869          	0.00           
SS_sorghum	2005-03-22	25.61          	39.77          	32.69          	6.865          	0.00           
SS_sorghum	2005-03-23	25.60          	40.95          	33.28          	7.632          	0.00           
SS_sorghum	2005-03-24	24.95          	41.75          	33.35          	9.114          	0.00           
SS_sorghum	2005-03-25	23.87          	40.82          	32.34          	7.804          	0.00           
SS_sorghum	2005-03-26	25.45          	38.22          	31.84          	6.286          	0.00           
SS_sorghum	2005-03-27	25.63          	37.10          	31.37          	7.594          	0.00           
SS_sorghum	2005-03-28	23.28          	40.95          	32.12          	8.816          	0.00           
SS_sorghum	2005-03-29	24.95          	40.75          	32.85          	8.888          	0.00           
SS_sorghum	2005-03-30	25.26          	41.45          	33.36          	9.082          	0.00           
SS_sorghum	2005-03-31	25.65          	42.49          	34.07          	10.536         	0.00           
SS_sorghum	2005-04-01	26.18          	42.01          	34.09          	10.645         	0.00           
SS_sorghum	2005-04-02	27.64          	43.26          	35.45          	9.849          	0.00           
SS_sorghum	2005-04-03	27.61          	43.97          	35.79          	8.367          	0.00           
SS_sorghum	2005-04-04	26.84          	42.45          	34.65          	9.559          	0.00           
SS_sorghum	2005-04-05	26.03          	41.48          	33.75          	6.805          	1.30           
SS_sorghum	2005-04-06	26.17          	39.15          	32.66          	7.912          	0.38           
SS_sorghum	2005-04-07	26.32          	40.41          	33.36          	7.502          	0.00           
SS_sorghum	2005-04-08	27.86          	41.28          	34.57          	8.169          	0.00           
SS_sorghum	2005-04-09	27.62          	38.62          	33.12          	6.420          	0.00           
SS_sorghum	2005-04-10	27.04          	39.39          	33.22          	6.664          	0.00           
SS_sorghum	2005-04-11	26.48          	41.53          	34.01          	7.313          	1.87           
SS_sorghum	2005-04-12	26.62          	36.57          	31.59          	6.095          	0.00           
SS_sorghum	2005-04-13	26.70          	36.78          	31.74          	6.984          	3.36           
SS_sorghum	2005-04-14	24.96          	38.14          	31.55          	8.552          	0.00           
SS_sorghum	2005-04-15	24.86          	38.36          	31.61          	7.595          	0.66           
SS_sorghum	2005-04-16	26.72          	38.21          	32.47          	8.630          	0.00           
SS_sorghum	2005-04-17	25.65          	37.70          	31.68          	7.622          	0.00           
SS_sorghum	2005-04-18	26.36          	41.22          	33.79          	8.546          	0.00           
SS_sorghum	2005-04-19	27.05          	38.37          	32.71          	8.397          	0.42           
SS_sorghum	2005-04-20	26.54          	40.03          	33.28          	8.171          	0.88           
SS_sorghum	2005-04-21	24.67          	40.01          	32.34          	7.206          	0.35           
SS_sorghum	2005-04-22	25.11          	31.85          	28.48          	5.607          	1.64           
SS_sorghum	2005-04-23	23.80          	38.24          	31.02          	4.772          	1.63           
SS_sorghum	2005-04-24	25.28          	35.15          	30.22          	5.351          	0.99           
SS_sorghum	2005-04-25	25.72          	39.20          	32.46          	5.572          	1.04           
SS_sorghum	2005-04-26	25.87          	34.26          	30.06          	5.906          	1.37           
SS_sorghum	2005-04-27	24.65          	28.85          	26.75          	3.779          	0.48           
SS_sorghum	2005-04-28	23.05          	34.70          	28.88          	4.988          	1.17           
SS_sorghum	2005-04-29	24.42          	32.88          	28.65          	6.003          	0.00           
SS_sorghum	2005-04-30	22.53          	38.69          	30.61          	6.432          	0.34           
SS_sorghum	2005-05-01	23.29          	31.68          	27.48          	3.267          	37.13          
SS_sorghum	2005-05-02	20.93          	31.74          	26.34          	4.543          	10.52          
SS_sorghum	2005-05-03	22.83          	28.21          	25.52          	2.584          	4.06           
SS_sorghum	2005-05-04	22.05          	30.97          	26.51          	4.955          	6.82           
SS_sorghum	2005-05-05	21.58          	33.86          	27.72          	3.877          	1.69           
SS_sorghum	2005-05-06	22.95          	32.22          	27.59          	3.922          	4.09           
SS_sorghum	2005-05-07	22.53          	34.30          	28.41          	5.584          	0.30           
SS_sorghum	2005-05-08	22.23          	34.40          	28.31          	5.094          	3.28           
SS_sorghum	2005-05-09	22.85          	33.70          	28.28          	5.185          	2.21           
SS_sorghum	2005-05-10	22.41          	35.95          	29.18          	6.479          	1.34           
SS_sorghum	2005-05-11	23.41          	35.35          	29.38          	4.204          	13.26          
SS_sorghum	2005-05-12	23.45          	32.97          	28.21          	3.866          	11.86          
SS_sorghum	2005-05-13	23.13          	29.31          	26.22          	3.706          	3.42           
SS_sorghum	2005-05-14	21.52          	33.15          	27.34          	4.884          	0.00           
SS_sorghum	2005-05-15	22.25          	36.43          	29.34          	6.003          	0.00           
SS_sorghum	2005-05-16	22.92          	36.82          	29.87          	5.514          	0.36           
SS_sorghum	2005-05-17	22.81          	34.93          	28.87          	5.502          	3.51           
SS_sorghum	2005-05-18	23.96          	32.92          	28.44          	4.708          	6.99           
SS_sorghum	2005-05-19	23.22          	29.58          	26.40          	4.704          	13.36          
SS_sorghum	2005-05-20	21.41          	32.92          	27.16          	4.459          	4.23           
SS_sorghum	2005-05-21	22.59          	33.20          	27.90          	3.856          	1.28           
SS_sorghum	2005-05-22	22.64          	30.66          	26.65          	4.427          	3.08           
SS_sorghum	2005-05-23	22.71          	29.40          	26.06          	3.080          	4.77           
SS_sorghum	2005-05-24	21.42          	29.79          	25.61          	4.617          	4.20           
SS_sorghum	2005-05-25	21.10          	30.39          	25.75          	4.721          	13.48          
SS_sorghum	2005-05-26	20.47          	32.08          	26.27          	3.990          	0.59           
SS_sorghum	2005-05-27	21.42          	32.30          	26.86          	4.308          	0.68           
SS_sorghum	2005-05-28	21.88          	31.93          	26.91          	3.611          	1.74           
SS_sorghum	2005-05-29	21.22          	31.39          	26.31          	4.474          	0.69           
SS_sorghum	2005-05-30	21.73          	32.96          	27.34          	4.982          	0.00           
SS_sorghum	2005-05-31	21.58          	33.69          	27.63          	5.355          	2.51           
SS_sorghum	2005-06-01	22.49          	33.29          	27.89          	5.352          	3.32           
SS_sorghum	2005-06-02	22.77          	31.56          	27.16          	2.322          	2.68           
SS_sorghum	2005-06-03	21.51          	33.71          	27.61          	5.022          	2.16           
SS_sorghum	2005-06-04	21.86          	34.80          	28.33          	5.445          	0.00           
SS_sorghum	2005-06-05	23.03          	35.33          	29.18          	5.372          	0.61           
SS_sorghum	2005-06-06	23.43          	35.47          	29.45          	2.939          	2.87           
SS_sorghum	2005-06-07	22.57          	28.86          	25.72          	4.334          	8.27           
SS_sorghum	2005-06-08	21.74          	30.87          	26.31          	4.479          	32.04          
SS_sorghum	2005-06-09	21.40          	30.69          	26.05          	4.112          	11.54          
SS_sorghum	2005-06-10	21.94          	29.94          	25.94          	4.017          	2.10           
SS_sorghum	2005-06-11	21.94          	28.46          	25.20          	3.682          	9.90           
SS_sorghum	2005-06-12	21.29          	30.88          	26.09          	3.417          	3.09           
SS_sorghum	2005-06-13	21.15          	32.11          	26.63          	4.391          	0.00           
SS_sorghum	2005-06-14	22.18          	32.29          	27.23          	4.715          	1.84           
SS_sorghum	2005-06-15	22.63          	33.27          	27.95          	4.048          	0.36           
SS_sorghum	2005-06-16	23.31          	31.77          	27.54          	4.683          	0.00           
SS_sorghum	2005-06-17	21.74          	32.04          	26.89          	2.541          	0.41           
SS_sorghum	2005-06-18	22.17          	32.24          	27.21          	4.171          	1.05           
SS_sorghum	2005-06-19	21.58          	33.20          	27.39          	5.383          	0.53           
SS_sorghum	2005-06-20	21.68          	31.90          	26.79          	5.333          	0.51           
SS_sorghum	2005-06-21	21.59          	30.61          	26.10          	4.421          	1.36           
SS_sorghum	2005-06-22	21.15          	30.25          	25.70          	4.301          	1.35           
SS_sorghum	2005-06-23	20.64          	31.49          	26.06          	4.344          	0.35           
SS_sorghum	2005-06-24	20.81          	33.07          	26.94          	4.194          	0.55           
SS_sorghum	2005-06-25	21.35          	33.19          	27.27          	4.464          	0.34           
SS_sorghum	2005-06-26	22.09          	33.25          	27.67          	5.038          	0.63           
SS_sorghum	2005-06-27	22.49          	30.83          	26.66          	3.862          	0.45           
SS_sorghum	2005-06-28	21.85          	26.84          	24.34          	2.209          	2.45           
SS_sorghum	2005-06-29	20.92          	32.39          	26.66          	3.711          	0.51           
SS_sorghum	2005-06-30	22.07          	30.14          	26.11          	2.514          	1.76           
SS_sorghum	2005-07-01	21.21          	32.80          	27.00          	4.277          	1.80           
SS_sorghum	2005-07-02	22.01          	31.88          	26.95          	4.581          	2.80           
SS_sorghum	2005-07-03	21.85          	32.78          	27.32          	4.473          	4.09           
SS_sorghum	2005-07-04	21.17          	29.76          	25.47          	3.985          	5.43           
SS_sorghum	2005-07-05	20.83          	27.31          	24.07          	1.433          	13.65          
SS_sorghum	2005-07-06	18.98          	29.80          	24.39          	4.008          	6.01           
SS_sorghum	2005-07-07	20.34          	28.37          	24.36          	4.414          	4.22           
SS_sorghum	2005-07-08	20.12          	29.91          	25.02          	4.063          	14.04          
SS_sorghum	2005-07-09	20.25          	28.26          	24.26          	3.402          	9.88           
SS_sorghum	2005-07-10	20.06          	27.31          	23.68          	2.961          	1.43           
SS_sorghum	2005-07-11	19.64          	26.26          	22.95          	3.967          	0.86           
SS_sorghum	2005-07-12	19.24          	29.81          	24.52          	3.877          	1.70           
SS_sorghum	2005-07-13	21.24          	30.42          	25.83          	3.988          	2.05           
SS_sorghum	2005-07-14	19.91          	32.04          	25.98          	5.089          	0.54           
SS_sorghum	2005-07-15	22.29          	34.00          	28.15          	4.947          	1.33           
SS_sorghum	2005-07-16	22.24          	27.88          	25.06          	2.206          	1.68           
SS_sorghum	2005-07-17	20.79          	28.07          	24.43          	2.863          	2.06           
SS_sorghum	2005-07-18	19.43          	32.24          	25.84          	4.786          	0.61           
SS_sorghum	2005-07-19	20.47          	33.84          	27.16          	5.043          	0.34           
SS_sorghum	2005-07-20	20.82          	34.42          	27.62          	4.820          	2.05           
SS_sorghum	2005-07-21	22.04          	31.02          	26.53          	3.172          	4.25           
SS_sorghum	2005-07-22	21.56          	32.37          	26.96          	4.971          	9.19           
SS_sorghum	2005-07-23	21.21          	32.90          	27.06          	5.297          	4.20           
SS_sorghum	2005-07-24	22.63          	31.35          	26.99          	4.225          	3.18           
SS_sorghum	2005-07-25	21.60          	30.12          	25.86          	4.747          	3.15           
SS_sorghum	2005-07-26	21.81          	31.90          	26.85          	4.851          	6.33           
SS_sorghum	2005-07-27	21.02          	31.97          	26.49          	3.133          	4.09           
SS_sorghum	2005-07-28	21.49          	30.00          	25.74          	3.929          	4.58           
SS_sorghum	2005-07-29	21.14          	30.34          	25.74          	3.225          	17.14          
SS_sorghum	2005-07-30	21.73          	29.67          	25.70          	2.773          	5.41           
SS_sorghum	2005-07-31	21.68          	29.76          	25.72          	3.765          	2.56           
SS_sorghum	2005-08-01	20.89          	31.22          	26.06          	3.454          	1.59           
SS_sorghum	2005-08-02	21.14          	31.10          	26.12          	4.456          	2.44           
SS_sorghum	2005-08-03	21.82          	30.32          	26.07          	3.218          	1.37           
SS_sorghum	2005-08-04	21.48          	31.44          	26.46          	4.627          	2.63           
SS_sorghum	2005-08-05	21.68          	30.85          	26.27          	3.811          	0.85           
SS_sorghum	2005-08-06	21.13          	28.60          	24.87          	3.885          	2.61           
SS_sorghum	2005-08-07	21.02          	32.84          	26.93          	4.893          	2.34           
SS_sorghum	2005-08-08	21.09          	33.49          	27.29          	4.930          	1.53           
SS_sorghum	2005-08-09	21.61          	33.13          	27.37          	4.890          	4.60           
SS_sorghum	2005-08-10	21.89          	30.54          	26.22          	4.356          	0.63           
SS_sorghum	2005-08-11	20.67          	34.03          	27.35          	4.479          	1.38           
SS_sorghum	2005-08-12	22.04          	33.65          	27.84          	3.746          	0.96           
SS_sorghum	2005-08-13	22.57          	33.06          	27.82          	4.758          	4.21           
SS_sorghum	2005-08-14	22.68          	32.80          	27.74          	5.054          	0.61           
SS_sorghum	2005-08-15	21.99          	26.44          	24.22          	3.257          	15.17          
SS_sorghum	2005-08-16	21.03          	28.84          	24.94          	4.395          	5.77           
SS_sorghum	2005-08-17	20.91          	31.42          	26.16          	3.188          	2.15           
SS_sorghum	2005-08-18	21.00          	30.80          	25.90          	4.058          	2.01           
SS_sorghum	2005-08-19	21.93          	32.18          	27.06          	5.582          	0.87           
SS_sorghum	2005-08-20	19.66          	31.83          	25.74          	4.823          	7.61           
SS_sorghum	2005-08-21	21.25          	31.19          	26.22          	3.257          	5.76           
SS_sorghum	2005-08-22	20.57          	31.60          	26.09          	5.338          	1.73           
SS_sorghum	2005-08-23	20.25          	33.00          	26.63          	5.565          	4.09           
SS_sorghum	2005-08-24	20.92          	32.53          	26.73          	4.684          	0.77           
SS_sorghum	2005-08-25	20.59          	33.88          	27.23          	4.379          	3.30           
SS_sorghum	2005-08-26	22.19          	28.34          	25.27          	2.617          	7.42           
SS_sorghum	2005-08-27	20.80          	30.18          	25.49          	4.749          	1.95           
SS_sorghum	2005-08-28	19.87          	32.45          	26.16          	5.136          	5.83           
SS_sorghum	2005-08-29	20.13          	33.86          	26.99          	5.777          	0.46           
SS_sorghum	2005-08-30	19.50          	33.72          	26.61          	5.372          	0.61           
SS_sorghum	2005-08-31	21.43          	31.35          	26.39          	3.031          	0.37           
SS_sorghum	2005-09-01	21.38          	32.69          	27.03          	4.695          	0.00           
SS_sorghum	2005-09-02	20.97          	33.75          	27.36          	5.592          	0.35           
SS_sorghum	2005-09-03	21.03          	34.49          	27.76          	5.645          	2.58           
SS_sorghum	2005-09-04	22.59          	33.11          	27.85          	4.268          	8.97           
SS_sorghum	2005-09-05	22.38          	36.16          	29.27          	4.742          	1.07           
SS_sorghum	2005-09-06	22.99          	32.32          	27.66          	4.924          	2.17           
SS_sorghum	2005-09-07	22.27          	33.20          	27.73          	5.050          	2.34           
SS_sorghum	2005-09-08	21.45          	29.79          	25.62          	3.907          	17.04          
SS_sorghum	2005-09-09	21.78          	29.27          	25.52          	3.487          	1.44           
SS_sorghum	2005-09-10	21.93          	32.40          	27.16          	4.441          	4.94           
SS_sorghum	2005-09-11	21.09          	31.87          	26.48          	4.132          	11.80          
SS_sorghum	2005-09-12	21.17          	31.42          	26.30          	4.807          	3.42           
SS_sorghum	2005-09-13	21.85          	28.66          	25.26          	4.399          	5.91           
SS_sorghum	2005-09-14	21.60          	27.84          	24.72          	3.799          	2.25           
SS_sorghum	2005-09-15	21.19          	28.11          	24.65          	2.350          	14.02          
SS_sorghum	2005-09-16	21.05          	30.95          	26.00          	4.476          	0.81           
SS_sorghum	2005-09-17	20.84          	29.53          	25.19          	3.307          	7.87           
SS_sorghum	2005-09-18	21.53          	27.64          	24.59          	4.203          	2.44           
SS_sorghum	2005-09-19	20.63          	30.96          	25.80          	4.756          	1.56           
SS_sorghum	2005-09-20	20.83          	33.23          	27.03          	5.502          	1.93           
SS_sorghum	2005-09-21	21.75          	31.61          	26.68          	4.001          	0.99           
SS_sorghum	2005-09-22	20.70          	34.09          	27.40          	5.088          	1.13           
SS_sorghum	2005-09-23	19.94          	34.67          	27.31          	6.320          	0.51           
SS_sorghum	2005-09-24	21.60          	34.60          	28.10          	6.343          	0.51           
SS_sorghum	2005-09-25	19.69          	35.68          	27.69          	7.168          	0.00           
SS_sorghum	2005-09-26	19.39          	36.75          	28.07          	6.844          	0.00           
SS_sorghum	2005-09-27	22.20          	36.81          	29.51          	6.512          	0.00           
SS_sorghum	2005-09-28	22.71          	35.75          	29.23          	5.947          	2.15           
SS_sorghum	2005-09-29	22.82          	35.45          	29.14          	6.583          	2.17           
SS_sorghum	2005-09-30	21.92          	34.95          	28.44          	5.222          	0.89           
SS_sorghum	2005-10-01	22.50          	37.15          	29.82          	5.825          	1.43           
SS_sorghum	2005-10-02	23.67          	36.81          	30.24          	6.407          	0.56           
SS_sorghum	2005-10-03	22.33          	37.68          	30.00          	6.794          	0.00           
SS_sorghum	2005-10-04	22.03          	37.14          	29.59          	6.387          	0.41           
SS_sorghum	2005-10-05	23.21          	35.38          	29.30          	5.008          	2.29           
SS_sorghum	2005-10-06	22.74          	32.42          	27.58          	4.320          	1.28           
SS_sorghum	2005-10-07	22.55          	33.13          	27.84          	3.710          	1.87           
SS_sorghum	2005-10-08	21.64          	35.22          	28.43          	5.791          	0.00           
SS_sorghum	2005-10-09	22.00          	36.07          	29.04          	6.044          	0.46           
SS_sorghum	2005-10-10	22.04          	35.94          	28.99          	6.072          	0.00           
