SIM CODE  	DATE      	MIN TMP        	MAX TMP        	AVG TMP        	REFERENCE ET   	PRECIPITATION  
-         	YYYY-MM-DD	C              	C              	C              	mm/day         	mm             
SS_sorghum	2001-12-14	21.01          	35.42          	28.22          	6.406          	0.00           
SS_sorghum	2001-12-15	21.27          	35.03          	28.15          	6.458          	0.83           
SS_sorghum	2001-12-16	22.47          	36.49          	29.48          	6.793          	0.00           
SS_sorghum	2001-12-17	23.30          	36.34          	29.82          	6.746          	0.00           
SS_sorghum	2001-12-18	22.08          	37.74          	29.91          	7.668          	0.00           
SS_sorghum	2001-12-19	22.19          	35.67          	28.93          	7.035          	0.00           
SS_sorghum	2001-12-20	23.49          	35.62          	29.56          	6.492          	0.00           
SS_sorghum	2001-12-21	22.34          	37.17          	29.76          	7.144          	0.00           
SS_sorghum	2001-12-22	21.13          	37.72          	29.42          	7.353          	0.00           
SS_sorghum	2001-12-23	22.61          	36.91          	29.76          	7.509          	0.00           
SS_sorghum	2001-12-24	22.63          	37.61          	30.12          	7.205          	0.00           
SS_sorghum	2001-12-25	23.74          	37.34          	30.54          	7.102          	0.00           
SS_sorghum	2001-12-26	22.86          	38.36          	30.61          	7.380          	0.00           
SS_sorghum	2001-12-27	22.03          	38.52          	30.28          	6.974          	0.00           
SS_sorghum	2001-12-28	24.47          	37.69          	31.08          	7.493          	0.00           
SS_sorghum	2001-12-29	23.32          	38.33          	30.82          	7.940          	0.00           
SS_sorghum	2001-12-30	22.42          	38.49          	30.46          	7.713          	0.00           
SS_sorghum	2001-12-31	22.49          	38.81          	30.65          	7.943          	0.00           
SS_sorghum	2002-01-01	23.52          	37.01          	30.27          	7.202          	0.00           
SS_sorghum	2002-01-02	25.35          	35.85          	30.60          	7.127          	0.00           
SS_sorghum	2002-01-03	22.84          	37.01          	29.92          	7.839          	0.00           
SS_sorghum	2002-01-04	21.00          	36.49          	28.75          	7.688          	0.00           
SS_sorghum	2002-01-05	24.17          	33.33          	28.75          	6.124          	0.00           
SS_sorghum	2002-01-06	22.05          	33.97          	28.01          	5.932          	0.00           
SS_sorghum	2002-01-07	21.33          	36.51          	28.92          	6.131          	0.77           
SS_sorghum	2002-01-08	23.20          	34.70          	28.95          	8.840          	0.00           
SS_sorghum	2002-01-09	20.40          	35.92          	28.16          	7.818          	0.00           
SS_sorghum	2002-01-10	22.89          	36.49          	29.69          	8.130          	0.00           
SS_sorghum	2002-01-11	20.92          	34.71          	27.82          	8.633          	0.00           
SS_sorghum	2002-01-12	18.11          	34.17          	26.14          	8.066          	0.00           
SS_sorghum	2002-01-13	18.51          	32.08          	25.30          	6.530          	0.00           
SS_sorghum	2002-01-14	18.08          	35.05          	26.56          	7.640          	0.00           
SS_sorghum	2002-01-15	19.17          	34.59          	26.88          	6.994          	0.00           
SS_sorghum	2002-01-16	19.02          	33.45          	26.23          	7.220          	0.00           
SS_sorghum	2002-01-17	18.81          	35.81          	27.31          	7.861          	0.00           
SS_sorghum	2002-01-18	22.41          	33.93          	28.17          	7.309          	0.00           
SS_sorghum	2002-01-19	24.15          	37.07          	30.61          	6.967          	0.00           
SS_sorghum	2002-01-20	23.06          	37.45          	30.26          	8.479          	0.00           
SS_sorghum	2002-01-21	22.38          	37.48          	29.93          	8.116          	3.54           
SS_sorghum	2002-01-22	21.08          	37.04          	29.06          	7.459          	1.11           
SS_sorghum	2002-01-23	20.63          	37.12          	28.88          	7.776          	0.55           
SS_sorghum	2002-01-24	20.17          	36.74          	28.46          	7.590          	0.34           
SS_sorghum	2002-01-25	19.74          	36.64          	28.19          	7.804          	0.00           
SS_sorghum	2002-01-26	20.89          	38.14          	29.52          	7.507          	0.00           
SS_sorghum	2002-01-27	22.03          	37.12          	29.57          	6.880          	0.00           
SS_sorghum	2002-01-28	23.28          	36.98          	30.13          	8.716          	0.00           
SS_sorghum	2002-01-29	20.21          	36.66          	28.43          	8.893          	0.00           
SS_sorghum	2002-01-30	20.93          	37.19          	29.06          	8.950          	0.00           
SS_sorghum	2002-01-31	21.57          	37.34          	29.46          	8.568          	0.00           
SS_sorghum	2002-02-01	21.39          	37.90          	29.65          	8.845          	0.00           
SS_sorghum	2002-02-02	21.26          	39.44          	30.35          	8.739          	0.00           
SS_sorghum	2002-02-03	20.89          	38.77          	29.83          	9.645          	0.00           
SS_sorghum	2002-02-04	21.21          	39.03          	30.12          	8.728          	0.00           
SS_sorghum	2002-02-05	21.28          	39.34          	30.31          	8.893          	0.00           
SS_sorghum	2002-02-06	21.15          	39.69          	30.42          	9.457          	0.00           
SS_sorghum	2002-02-07	21.89          	39.95          	30.92          	8.455          	0.00           
SS_sorghum	2002-02-08	22.67          	40.01          	31.34          	8.931          	0.00           
SS_sorghum	2002-02-09	23.03          	41.07          	32.05          	8.609          	0.00           
SS_sorghum	2002-02-10	24.34          	41.54          	32.94          	7.447          	2.00           
SS_sorghum	2002-02-11	22.83          	41.13          	31.98          	7.572          	1.12           
SS_sorghum	2002-02-12	23.26          	38.77          	31.02          	7.001          	0.00           
SS_sorghum	2002-02-13	22.49          	37.81          	30.15          	7.029          	0.00           
SS_sorghum	2002-02-14	21.10          	38.00          	29.55          	8.618          	0.00           
SS_sorghum	2002-02-15	21.45          	38.63          	30.04          	8.781          	0.00           
SS_sorghum	2002-02-16	21.40          	39.01          	30.20          	9.114          	0.00           
SS_sorghum	2002-02-17	21.43          	39.58          	30.50          	8.627          	0.00           
SS_sorghum	2002-02-18	21.68          	38.84          	30.26          	8.904          	0.00           
SS_sorghum	2002-02-19	20.38          	39.11          	29.74          	9.106          	0.00           
SS_sorghum	2002-02-20	25.06          	39.86          	32.46          	8.235          	0.00           
SS_sorghum	2002-02-21	22.97          	41.10          	32.03          	10.994         	0.00           
SS_sorghum	2002-02-22	23.42          	41.47          	32.45          	10.817         	0.00           
SS_sorghum	2002-02-23	26.42          	41.18          	33.80          	11.585         	0.00           
SS_sorghum	2002-02-24	25.83          	41.74          	33.78          	11.847         	0.00           
SS_sorghum	2002-02-25	25.31          	42.15          	33.73          	11.085         	0.00           
SS_sorghum	2002-02-26	24.29          	41.90          	33.09          	9.404          	0.00           
SS_sorghum	2002-02-27	25.26          	41.48          	33.37          	8.049          	0.49           
SS_sorghum	2002-02-28	27.56          	35.32          	31.44          	6.184          	0.37           
SS_sorghum	2002-03-01	24.01          	37.87          	30.94          	7.793          	0.55           
SS_sorghum	2002-03-02	26.17          	39.27          	32.72          	8.370          	0.00           
SS_sorghum	2002-03-03	26.34          	39.15          	32.74          	8.260          	0.00           
SS_sorghum	2002-03-04	25.54          	37.62          	31.58          	6.579          	0.00           
SS_sorghum	2002-03-05	27.40          	32.45          	29.93          	5.685          	0.00           
SS_sorghum	2002-03-06	24.72          	33.71          	29.22          	5.476          	0.00           
SS_sorghum	2002-03-07	25.30          	36.75          	31.02          	6.387          	0.00           
SS_sorghum	2002-03-08	25.00          	40.81          	32.91          	7.643          	0.00           
SS_sorghum	2002-03-09	27.95          	39.73          	33.84          	6.594          	0.00           
SS_sorghum	2002-03-10	26.17          	38.83          	32.50          	7.652          	0.00           
SS_sorghum	2002-03-11	26.44          	34.14          	30.29          	5.744          	0.34           
